id,比赛时间,必发交易量,更新时间差_小时,必发更新时间
"2043515	2023-11-05 19:30:00	1276274	2043515	1	2023-11-05 17:50:08",,,,
"2043515	2023-11-05 19:30:00	1164553	2043515	2	2023-11-05 16:50:06",,,,
"2043515	2023-11-05 19:30:00	1137778	2043515	3	2023-11-05 15:50:10",,,,
"2043515	2023-11-05 19:30:00	1035861	2043515	4	2023-11-05 14:50:09",,,,
"2043515	2023-11-05 19:30:00	1006063	2043515	5	2023-11-05 13:50:06",,,,
"2043515	2023-11-05 19:30:00	986409	2043515	6	2023-11-05 12:50:10",,,,
"2043515	2023-11-05 19:30:00	748845	2043515	7	2023-11-05 11:50:07",,,,
"2043515	2023-11-05 19:30:00	741153	2043515	8	2023-11-05 10:50:15",,,,
"2043513	2024-03-16 22:00:00	807355	2043513	0	2024-03-16 21:20:08",,,,
"2043513	2024-03-16 22:00:00	1058363	2043513	0	2024-03-16 21:50:09",,,,
"2043513	2024-03-16 22:00:00	603859	2043513	1	2024-03-16 20:20:09",,,,
"2043513	2024-03-16 22:00:00	683714	2043513	1	2024-03-16 20:50:09",,,,
"2043513	2024-03-16 22:00:00	509863	2043513	2	2024-03-16 19:20:09",,,,
"2043513	2024-03-16 22:00:00	589620	2043513	2	2024-03-16 19:50:09",,,,
"2043513	2024-03-16 22:00:00	451270	2043513	3	2024-03-16 18:20:09",,,,
"2043513	2024-03-16 22:00:00	468570	2043513	3	2024-03-16 18:50:09",,,,
"2043513	2024-03-16 22:00:00	210242	2043513	4	2024-03-16 17:20:09",,,,
"2043513	2024-03-16 22:00:00	416808	2043513	4	2024-03-16 17:50:09",,,,
"2043513	2024-03-16 22:00:00	170496	2043513	5	2024-03-16 16:20:11",,,,
"2043513	2024-03-16 22:00:00	182025	2043513	5	2024-03-16 16:50:09",,,,
"2043512	2024-03-17 19:30:00	1064588	2043512	0	2024-03-17 18:50:10",,,,
"2043512	2024-03-17 19:30:00	2114409	2043512	0	2024-03-17 19:20:10",,,,
"2043512	2024-03-17 19:30:00	675978	2043512	1	2024-03-17 17:50:09",,,,
"2043512	2024-03-17 19:30:00	781800	2043512	1	2024-03-17 18:20:09",,,,
"2043512	2024-03-17 19:30:00	544409	2043512	2	2024-03-17 16:50:09",,,,
"2043512	2024-03-17 19:30:00	588413	2043512	2	2024-03-17 17:20:09",,,,
"2043512	2024-03-17 19:30:00	456301	2043512	3	2024-03-17 15:50:10",,,,
"2043512	2024-03-17 19:30:00	496391	2043512	3	2024-03-17 16:20:09",,,,
"2043512	2024-03-17 19:30:00	414712	2043512	4	2024-03-17 14:50:10",,,,
"2043512	2024-03-17 19:30:00	446047	2043512	4	2024-03-17 15:20:10",,,,
"2043512	2024-03-17 19:30:00	396764	2043512	5	2024-03-17 13:50:12",,,,
"2043512	2024-03-17 19:30:00	405911	2043512	5	2024-03-17 14:20:10",,,,
"2043512	2024-03-17 19:30:00	371370	2043512	6	2024-03-17 12:50:09",,,,
"2043512	2024-03-17 19:30:00	385717	2043512	6	2024-03-17 13:20:09",,,,
"2043512	2024-03-17 19:30:00	360730	2043512	7	2024-03-17 11:50:08",,,,
"2043512	2024-03-17 19:30:00	367528	2043512	7	2024-03-17 12:20:09",,,,
"2043512	2024-03-17 19:30:00	296497	2043512	8	2024-03-17 10:50:08",,,,
"2043512	2024-03-17 19:30:00	326294	2043512	8	2024-03-17 11:20:08",,,,
"2043512	2024-03-17 19:30:00	284310	2043512	9	2024-03-17 09:50:09",,,,
"2043512	2024-03-17 19:30:00	290376	2043512	9	2024-03-17 10:20:08",,,,
"2043512	2024-03-17 19:30:00	266864	2043512	10	2024-03-17 09:20:08",,,,
"2043503	2023-11-05 22:00:00	757497	2043503	0	2023-11-05 21:50:09",,,,
"2043503	2023-11-05 22:00:00	477247	2043503	1	2023-11-05 20:50:05",,,,
"2043503	2023-11-05 22:00:00	391031	2043503	2	2023-11-05 19:50:06",,,,
"2043503	2023-11-05 22:00:00	322213	2043503	3	2023-11-05 18:50:08",,,,
"2043503	2023-11-05 22:00:00	170917	2043503	4	2023-11-05 17:50:08",,,,
"2043503	2023-11-05 22:00:00	156111	2043503	5	2023-11-05 16:50:06",,,,
"2043503	2023-11-05 22:00:00	147726	2043503	6	2023-11-05 15:50:11",,,,
"2043503	2023-11-05 22:00:00	135848	2043503	7	2023-11-05 14:50:09",,,,
"2043503	2023-11-05 22:00:00	134129	2043503	8	2023-11-05 13:50:06",,,,
"2043503	2023-11-05 22:00:00	126251	2043503	9	2023-11-05 12:50:10",,,,
"2043503	2023-11-05 22:00:00	119759	2043503	10	2023-11-05 11:50:07",,,,
"2043503	2023-11-05 22:00:00	119740	2043503	11	2023-11-05 10:50:15",,,,
"2043500	2024-03-30 22:00:00	385251	2043500	0	2024-03-30 21:20:09",,,,
"2043500	2024-03-30 22:00:00	467045	2043500	0	2024-03-30 21:50:10",,,,
"2043500	2024-03-30 22:00:00	335889	2043500	1	2024-03-30 20:20:09",,,,
"2043500	2024-03-30 22:00:00	358791	2043500	1	2024-03-30 20:50:09",,,,
"2043500	2024-03-30 22:00:00	151872	2043500	2	2024-03-30 19:20:11",,,,
"2043500	2024-03-30 22:00:00	170264	2043500	2	2024-03-30 19:50:11",,,,
"2043500	2024-03-30 22:00:00	141367	2043500	3	2024-03-30 18:20:08",,,,
"2043500	2024-03-30 22:00:00	146457	2043500	3	2024-03-30 18:50:09",,,,
"2043500	2024-03-30 22:00:00	122788	2043500	4	2024-03-30 17:20:08",,,,
"2043500	2024-03-30 22:00:00	130221	2043500	4	2024-03-30 17:50:08",,,,
"2043500	2024-03-30 22:00:00	106626	2043500	5	2024-03-30 16:20:08",,,,
"2043500	2024-03-30 22:00:00	113738	2043500	5	2024-03-30 16:50:08",,,,
"2043500	2024-03-30 22:00:00	99572	2043500	6	2024-03-30 15:20:08",,,,
"2043500	2024-03-30 22:00:00	102068	2043500	6	2024-03-30 15:50:08",,,,
"2043500	2024-03-30 22:00:00	98019	2043500	7	2024-03-30 14:20:08",,,,
"2043500	2024-03-30 22:00:00	98390	2043500	7	2024-03-30 14:50:09",,,,
"2043500	2024-03-30 22:00:00	97879	2043500	8	2024-03-30 13:20:08",,,,
"2043500	2024-03-30 22:00:00	97941	2043500	8	2024-03-30 13:50:08",,,,
"2043500	2024-03-30 22:00:00	97879	2043500	9	2024-03-30 12:20:08",,,,
"2043500	2024-03-30 22:00:00	97879	2043500	9	2024-03-30 12:50:08",,,,
"2043500	2024-03-30 22:00:00	97585	2043500	10	2024-03-30 11:20:08",,,,
"2043500	2024-03-30 22:00:00	97872	2043500	10	2024-03-30 11:50:08",,,,
"2043500	2024-03-30 22:00:00	75776	2043500	11	2024-03-30 10:20:08",,,,
"2043500	2024-03-30 22:00:00	76209	2043500	11	2024-03-30 10:50:08",,,,
"2043500	2024-03-30 22:00:00	75776	2043500	12	2024-03-30 09:20:08",,,,
"2043500	2024-03-30 22:00:00	75776	2043500	12	2024-03-30 09:50:08",,,,
"2043499	2024-04-01 21:00:00	455386	2043499	0	2024-04-01 20:20:03",,,,
"2043499	2024-04-01 21:00:00	611020	2043499	0	2024-04-01 20:50:04",,,,
"2043499	2024-04-01 21:00:00	146775	2043499	1	2024-04-01 19:20:03",,,,
"2043499	2024-04-01 21:00:00	442524	2043499	1	2024-04-01 19:50:03",,,,
"2043499	2024-04-01 21:00:00	114899	2043499	2	2024-04-01 18:20:02",,,,
"2043499	2024-04-01 21:00:00	131417	2043499	2	2024-04-01 18:50:03",,,,
"2043499	2024-04-01 21:00:00	97563	2043499	3	2024-04-01 17:20:02",,,,
"2043499	2024-04-01 21:00:00	106460	2043499	3	2024-04-01 17:50:02",,,,
"2043499	2024-04-01 21:00:00	81833	2043499	4	2024-04-01 16:20:02",,,,
"2043499	2024-04-01 21:00:00	93494	2043499	4	2024-04-01 16:50:03",,,,
"2043499	2024-04-01 21:00:00	67074	2043499	5	2024-04-01 15:20:02",,,,
"2043499	2024-04-01 21:00:00	67793	2043499	5	2024-04-01 15:50:02",,,,
"2043499	2024-04-01 21:00:00	60145	2043499	6	2024-04-01 14:20:02",,,,
"2043499	2024-04-01 21:00:00	62778	2043499	6	2024-04-01 14:50:03",,,,
"2043499	2024-04-01 21:00:00	55599	2043499	7	2024-04-01 13:20:02",,,,
"2043499	2024-04-01 21:00:00	56182	2043499	7	2024-04-01 13:50:03",,,,
"2043499	2024-04-01 21:00:00	53781	2043499	8	2024-04-01 12:20:02",,,,
"2043499	2024-04-01 21:00:00	55580	2043499	8	2024-04-01 12:50:03",,,,
"2043499	2024-04-01 21:00:00	51802	2043499	9	2024-04-01 11:20:02",,,,
"2043499	2024-04-01 21:00:00	53712	2043499	9	2024-04-01 11:50:02",,,,
"2043499	2024-04-01 21:00:00	51111	2043499	10	2024-04-01 10:20:02",,,,
"2043499	2024-04-01 21:00:00	51300	2043499	10	2024-04-01 10:50:02",,,,
"2043499	2024-04-01 21:00:00	50266	2043499	11	2024-04-01 09:20:02",,,,
"2043499	2024-04-01 21:00:00	51085	2043499	11	2024-04-01 09:50:02",,,,
"2043497	2024-03-30 19:30:00	813891	2043497	0	2024-03-30 18:50:09",,,,
"2043497	2024-03-30 19:30:00	1857658	2043497	0	2024-03-30 19:20:10",,,,
"2043497	2024-03-30 19:30:00	586327	2043497	1	2024-03-30 17:50:08",,,,
"2043497	2024-03-30 19:30:00	640469	2043497	1	2024-03-30 18:20:08",,,,
"2043497	2024-03-30 19:30:00	529452	2043497	2	2024-03-30 16:50:08",,,,
"2043497	2024-03-30 19:30:00	568165	2043497	2	2024-03-30 17:20:08",,,,
"2043497	2024-03-30 19:30:00	345329	2043497	3	2024-03-30 15:50:08",,,,
"2043497	2024-03-30 19:30:00	472932	2043497	3	2024-03-30 16:20:08",,,,
"2043497	2024-03-30 19:30:00	167416	2043497	4	2024-03-30 14:50:08",,,,
"2043497	2024-03-30 19:30:00	172558	2043497	4	2024-03-30 15:20:08",,,,
"2043497	2024-03-30 19:30:00	158731	2043497	5	2024-03-30 13:50:08",,,,
"2043497	2024-03-30 19:30:00	166190	2043497	5	2024-03-30 14:20:08",,,,
"2043497	2024-03-30 19:30:00	150756	2043497	6	2024-03-30 12:50:07",,,,
"2043497	2024-03-30 19:30:00	155999	2043497	6	2024-03-30 13:20:08",,,,
"2043497	2024-03-30 19:30:00	150182	2043497	7	2024-03-30 11:50:08",,,,
"2043497	2024-03-30 19:30:00	150390	2043497	7	2024-03-30 12:20:07",,,,
"2043497	2024-03-30 19:30:00	144578	2043497	8	2024-03-30 10:50:08",,,,
"2043497	2024-03-30 19:30:00	149322	2043497	8	2024-03-30 11:20:08",,,,
"2043497	2024-03-30 19:30:00	139054	2043497	9	2024-03-30 09:50:08",,,,
"2043497	2024-03-30 19:30:00	143598	2043497	9	2024-03-30 10:20:08",,,,
"2043497	2024-03-30 19:30:00	134249	2043497	10	2024-03-30 09:20:07",,,,
"2043492	2023-10-28 21:00:00	1224435	2043492	0	2023-10-28 20:50:07",,,,
"2043492	2023-10-28 21:00:00	608662	2043492	1	2023-10-28 19:50:09",,,,
"2043492	2023-10-28 21:00:00	438592	2043492	2	2023-10-28 18:50:09",,,,
"2043492	2023-10-28 21:00:00	377903	2043492	3	2023-10-28 17:50:07",,,,
"2043492	2023-10-28 21:00:00	328218	2043492	4	2023-10-28 16:50:11",,,,
"2043492	2023-10-28 21:00:00	275447	2043492	5	2023-10-28 15:50:08",,,,
"2043492	2023-10-28 21:00:00	256266	2043492	6	2023-10-28 14:50:09",,,,
"2043492	2023-10-28 21:00:00	254274	2043492	7	2023-10-28 13:50:07",,,,
"2043492	2023-10-28 21:00:00	247838	2043492	8	2023-10-28 12:50:08",,,,
"2043492	2023-10-28 21:00:00	237545	2043492	9	2023-10-28 11:50:09",,,,
"2043492	2023-10-28 21:00:00	237023	2043492	10	2023-10-28 10:50:06",,,,
"2043492	2023-10-28 21:00:00	237021	2043492	11	2023-10-28 09:50:08",,,,
"2043491	2024-03-30 22:00:00	1871484	2043491	0	2024-03-30 21:20:09",,,,
"2043491	2024-03-30 22:00:00	1961021	2043491	0	2024-03-30 21:50:10",,,,
"2043491	2024-03-30 22:00:00	1380957	2043491	1	2024-03-30 20:20:09",,,,
"2043491	2024-03-30 22:00:00	1482432	2043491	1	2024-03-30 20:50:09",,,,
"2043491	2024-03-30 22:00:00	1172411	2043491	2	2024-03-30 19:20:10",,,,
"2043491	2024-03-30 22:00:00	1224784	2043491	2	2024-03-30 19:50:11",,,,
"2043491	2024-03-30 22:00:00	1013103	2043491	3	2024-03-30 18:20:08",,,,
"2043491	2024-03-30 22:00:00	1113578	2043491	3	2024-03-30 18:50:09",,,,
"2043491	2024-03-30 22:00:00	608885	2043491	4	2024-03-30 17:20:08",,,,
"2043491	2024-03-30 22:00:00	918544	2043491	4	2024-03-30 17:50:08",,,,
"2043491	2024-03-30 22:00:00	538973	2043491	5	2024-03-30 16:20:08",,,,
"2043491	2024-03-30 22:00:00	564184	2043491	5	2024-03-30 16:50:08",,,,
"2043491	2024-03-30 22:00:00	303182	2043491	6	2024-03-30 15:20:08",,,,
"2043491	2024-03-30 22:00:00	321137	2043491	6	2024-03-30 15:50:08",,,,
"2043491	2024-03-30 22:00:00	120816	2043491	7	2024-03-30 14:20:08",,,,
"2043491	2024-03-30 22:00:00	125260	2043491	7	2024-03-30 14:50:09",,,,
"2043491	2024-03-30 22:00:00	120258	2043491	8	2024-03-30 13:20:08",,,,
"2043491	2024-03-30 22:00:00	120314	2043491	8	2024-03-30 13:50:08",,,,
"2043491	2024-03-30 22:00:00	119655	2043491	9	2024-03-30 12:20:08",,,,
"2043491	2024-03-30 22:00:00	119772	2043491	9	2024-03-30 12:50:08",,,,
"2043491	2024-03-30 22:00:00	119411	2043491	10	2024-03-30 11:20:08",,,,
"2043491	2024-03-30 22:00:00	119654	2043491	10	2024-03-30 11:50:08",,,,
"2043491	2024-03-30 22:00:00	115632	2043491	11	2024-03-30 10:20:08",,,,
"2043491	2024-03-30 22:00:00	115887	2043491	11	2024-03-30 10:50:08",,,,
"2043491	2024-03-30 22:00:00	114169	2043491	12	2024-03-30 09:20:08",,,,
"2043491	2024-03-30 22:00:00	115632	2043491	12	2024-03-30 09:50:08",,,,
"2043487	2024-04-01 21:00:00	991077	2043487	0	2024-04-01 20:20:03",,,,
"2043487	2024-04-01 21:00:00	1284746	2043487	0	2024-04-01 20:50:03",,,,
"2043487	2024-04-01 21:00:00	676001	2043487	1	2024-04-01 19:20:02",,,,
"2043487	2024-04-01 21:00:00	771131	2043487	1	2024-04-01 19:50:03",,,,
"2043487	2024-04-01 21:00:00	242467	2043487	2	2024-04-01 18:20:02",,,,
"2043487	2024-04-01 21:00:00	264332	2043487	2	2024-04-01 18:50:03",,,,
"2043487	2024-04-01 21:00:00	211278	2043487	3	2024-04-01 17:20:02",,,,
"2043487	2024-04-01 21:00:00	223521	2043487	3	2024-04-01 17:50:02",,,,
"2043487	2024-04-01 21:00:00	170991	2043487	4	2024-04-01 16:20:02",,,,
"2043487	2024-04-01 21:00:00	177679	2043487	4	2024-04-01 16:50:03",,,,
"2043487	2024-04-01 21:00:00	155892	2043487	5	2024-04-01 15:20:02",,,,
"2043487	2024-04-01 21:00:00	162428	2043487	5	2024-04-01 15:50:02",,,,
"2043487	2024-04-01 21:00:00	150595	2043487	6	2024-04-01 14:20:02",,,,
"2043487	2024-04-01 21:00:00	153099	2043487	6	2024-04-01 14:50:02",,,,
"2043487	2024-04-01 21:00:00	146388	2043487	7	2024-04-01 13:20:02",,,,
"2043487	2024-04-01 21:00:00	147226	2043487	7	2024-04-01 13:50:03",,,,
"2043487	2024-04-01 21:00:00	144469	2043487	8	2024-04-01 12:20:02",,,,
"2043487	2024-04-01 21:00:00	146229	2043487	8	2024-04-01 12:50:03",,,,
"2043487	2024-04-01 21:00:00	141384	2043487	9	2024-04-01 11:20:02",,,,
"2043487	2024-04-01 21:00:00	144379	2043487	9	2024-04-01 11:50:02",,,,
"2043487	2024-04-01 21:00:00	139800	2043487	10	2024-04-01 10:20:02",,,,
"2043487	2024-04-01 21:00:00	140400	2043487	10	2024-04-01 10:50:02",,,,
"2043487	2024-04-01 21:00:00	139160	2043487	11	2024-04-01 09:20:02",,,,
"2043487	2024-04-01 21:00:00	139182	2043487	11	2024-04-01 09:50:02",,,,
"2043485	2024-04-01 18:30:00	1226702	2043485	0	2024-04-01 17:50:02",,,,
"2043485	2024-04-01 18:30:00	2308726	2043485	0	2024-04-01 18:20:02",,,,
"2043485	2024-04-01 18:30:00	719055	2043485	1	2024-04-01 16:50:02",,,,
"2043485	2024-04-01 18:30:00	831972	2043485	1	2024-04-01 17:20:02",,,,
"2043485	2024-04-01 18:30:00	589304	2043485	2	2024-04-01 15:50:02",,,,
"2043485	2024-04-01 18:30:00	632032	2043485	2	2024-04-01 16:20:02",,,,
"2043485	2024-04-01 18:30:00	543230	2043485	3	2024-04-01 14:50:02",,,,
"2043485	2024-04-01 18:30:00	558605	2043485	3	2024-04-01 15:20:02",,,,
"2043485	2024-04-01 18:30:00	488180	2043485	4	2024-04-01 13:50:02",,,,
"2043485	2024-04-01 18:30:00	512318	2043485	4	2024-04-01 14:20:02",,,,
"2043485	2024-04-01 18:30:00	451805	2043485	5	2024-04-01 12:50:03",,,,
"2043485	2024-04-01 18:30:00	462731	2043485	5	2024-04-01 13:20:02",,,,
"2043485	2024-04-01 18:30:00	443890	2043485	6	2024-04-01 11:50:02",,,,
"2043485	2024-04-01 18:30:00	447930	2043485	6	2024-04-01 12:20:02",,,,
"2043485	2024-04-01 18:30:00	428444	2043485	7	2024-04-01 10:50:02",,,,
"2043485	2024-04-01 18:30:00	431005	2043485	7	2024-04-01 11:20:02",,,,
"2043485	2024-04-01 18:30:00	414147	2043485	8	2024-04-01 09:50:02",,,,
"2043485	2024-04-01 18:30:00	425577	2043485	8	2024-04-01 10:20:02",,,,
"2043485	2024-04-01 18:30:00	393212	2043485	9	2024-04-01 09:20:02",,,,
"2043476	2023-10-21 21:00:00	1728605	2043476	0	2023-10-21 20:50:06",,,,
"2043476	2023-10-21 21:00:00	1065197	2043476	1	2023-10-21 19:50:04",,,,
"2043476	2023-10-21 21:00:00	903223	2043476	2	2023-10-21 18:50:04",,,,
"2043476	2023-10-21 21:00:00	808577	2043476	3	2023-10-21 17:50:04",,,,
"2043476	2023-10-21 21:00:00	716331	2043476	4	2023-10-21 16:50:04",,,,
"2043476	2023-10-21 21:00:00	553830	2043476	5	2023-10-21 15:50:06",,,,
"2043476	2023-10-21 21:00:00	527062	2043476	6	2023-10-21 14:50:04",,,,
"2043476	2023-10-21 21:00:00	508617	2043476	7	2023-10-21 13:50:04",,,,
"2043476	2023-10-21 21:00:00	501620	2043476	8	2023-10-21 12:50:04",,,,
"2043476	2023-10-21 21:00:00	497033	2043476	9	2023-10-21 11:50:04",,,,
"2043476	2023-10-21 21:00:00	496130	2043476	10	2023-10-21 10:50:04",,,,
"2043476	2023-10-21 21:00:00	495041	2043476	11	2023-10-21 09:50:04",,,,
"2043470	2024-04-07 21:00:00	387118	2043470	0	2024-04-07 20:20:12",,,,
"2043470	2024-04-07 21:00:00	671379	2043470	0	2024-04-07 20:50:13",,,,
"2043470	2024-04-07 21:00:00	324288	2043470	1	2024-04-07 19:20:11",,,,
"2043470	2024-04-07 21:00:00	364799	2043470	1	2024-04-07 19:50:11",,,,
"2043470	2024-04-07 21:00:00	295934	2043470	2	2024-04-07 18:20:11",,,,
"2043470	2024-04-07 21:00:00	317983	2043470	2	2024-04-07 18:50:11",,,,
"2043470	2024-04-07 21:00:00	271503	2043470	3	2024-04-07 17:20:10",,,,
"2043470	2024-04-07 21:00:00	281197	2043470	3	2024-04-07 17:50:11",,,,
"2043470	2024-04-07 21:00:00	222551	2043470	4	2024-04-07 16:20:10",,,,
"2043470	2024-04-07 21:00:00	257885	2043470	4	2024-04-07 16:50:10",,,,
"2043470	2024-04-07 21:00:00	205951	2043470	5	2024-04-07 15:20:12",,,,
"2043470	2024-04-07 21:00:00	212087	2043470	5	2024-04-07 15:50:10",,,,
"2043470	2024-04-07 21:00:00	187508	2043470	6	2024-04-07 14:20:12",,,,
"2043470	2024-04-07 21:00:00	188778	2043470	6	2024-04-07 14:50:12",,,,
"2043470	2024-04-07 21:00:00	186197	2043470	7	2024-04-07 13:20:11",,,,
"2043470	2024-04-07 21:00:00	186315	2043470	7	2024-04-07 13:50:12",,,,
"2043470	2024-04-07 21:00:00	131377	2043470	8	2024-04-07 12:20:11",,,,
"2043470	2024-04-07 21:00:00	185851	2043470	8	2024-04-07 12:50:11",,,,
"2043470	2024-04-07 21:00:00	128751	2043470	9	2024-04-07 11:20:11",,,,
"2043470	2024-04-07 21:00:00	129785	2043470	9	2024-04-07 11:50:11",,,,
"2043470	2024-04-07 21:00:00	127814	2043470	10	2024-04-07 10:20:11",,,,
"2043470	2024-04-07 21:00:00	127960	2043470	10	2024-04-07 10:50:11",,,,
"2043470	2024-04-07 21:00:00	124248	2043470	11	2024-04-07 09:20:10",,,,
"2043470	2024-04-07 21:00:00	127305	2043470	11	2024-04-07 09:50:11",,,,
"2043468	2024-04-06 21:00:00	949241	2043468	0	2024-04-06 20:20:08",,,,
"2043468	2024-04-06 21:00:00	2161822	2043468	0	2024-04-06 20:50:09",,,,
"2043468	2024-04-06 21:00:00	712206	2043468	1	2024-04-06 19:20:09",,,,
"2043468	2024-04-06 21:00:00	755731	2043468	1	2024-04-06 19:50:09",,,,
"2043468	2024-04-06 21:00:00	598901	2043468	2	2024-04-06 18:20:07",,,,
"2043468	2024-04-06 21:00:00	678290	2043468	2	2024-04-06 18:50:08",,,,
"2043468	2024-04-06 21:00:00	562110	2043468	3	2024-04-06 17:20:08",,,,
"2043468	2024-04-06 21:00:00	574376	2043468	3	2024-04-06 17:50:08",,,,
"2043468	2024-04-06 21:00:00	446039	2043468	4	2024-04-06 16:20:09",,,,
"2043468	2024-04-06 21:00:00	542901	2043468	4	2024-04-06 16:50:10",,,,
"2043468	2024-04-06 21:00:00	417188	2043468	5	2024-04-06 15:20:08",,,,
"2043468	2024-04-06 21:00:00	440764	2043468	5	2024-04-06 15:50:10",,,,
"2043468	2024-04-06 21:00:00	329585	2043468	6	2024-04-06 14:20:08",,,,
"2043468	2024-04-06 21:00:00	362977	2043468	6	2024-04-06 14:50:09",,,,
"2043468	2024-04-06 21:00:00	284699	2043468	7	2024-04-06 13:20:08",,,,
"2043468	2024-04-06 21:00:00	289938	2043468	7	2024-04-06 13:50:09",,,,
"2043468	2024-04-06 21:00:00	280749	2043468	8	2024-04-06 12:20:10",,,,
"2043468	2024-04-06 21:00:00	284228	2043468	8	2024-04-06 12:50:10",,,,
"2043468	2024-04-06 21:00:00	272654	2043468	9	2024-04-06 11:20:07",,,,
"2043468	2024-04-06 21:00:00	275936	2043468	9	2024-04-06 11:50:08",,,,
"2043468	2024-04-06 21:00:00	270352	2043468	10	2024-04-06 10:20:07",,,,
"2043468	2024-04-06 21:00:00	272168	2043468	10	2024-04-06 10:50:08",,,,
"2043468	2024-04-06 21:00:00	261273	2043468	11	2024-04-06 09:20:07",,,,
"2043468	2024-04-06 21:00:00	266268	2043468	11	2024-04-06 09:50:07",,,,
"2043467	2023-10-22 21:00:00	932865	2043467	0	2023-10-22 20:50:08",,,,
"2043467	2023-10-22 21:00:00	487710	2043467	1	2023-10-22 19:50:09",,,,
"2043467	2023-10-22 21:00:00	410266	2043467	2	2023-10-22 18:50:07",,,,
"2043467	2023-10-22 21:00:00	303164	2043467	3	2023-10-22 17:50:08",,,,
"2043467	2023-10-22 21:00:00	224946	2043467	4	2023-10-22 16:50:08",,,,
"2043467	2023-10-22 21:00:00	196515	2043467	5	2023-10-22 15:50:08",,,,
"2043467	2023-10-22 21:00:00	187811	2043467	6	2023-10-22 14:50:08",,,,
"2043467	2023-10-22 21:00:00	184197	2043467	7	2023-10-22 13:50:07",,,,
"2043467	2023-10-22 21:00:00	183426	2043467	8	2023-10-22 12:50:09",,,,
"2043467	2023-10-22 21:00:00	179590	2043467	9	2023-10-22 11:50:08",,,,
"2043467	2023-10-22 21:00:00	169315	2043467	10	2023-10-22 10:50:08",,,,
"2043467	2023-10-22 21:00:00	167584	2043467	11	2023-10-22 09:50:07",,,,
"2043467	2023-10-22 21:00:00	101902	2043467	17	2023-10-22 03:23:04",,,,
"2043465	2024-04-07 18:30:00	1391879	2043465	0	2024-04-07 17:50:10",,,,
"2043465	2024-04-07 18:30:00	1648872	2043465	0	2024-04-07 18:20:10",,,,
"2043465	2024-04-07 18:30:00	1168191	2043465	1	2024-04-07 16:50:10",,,,
"2043465	2024-04-07 18:30:00	1251641	2043465	1	2024-04-07 17:20:10",,,,
"2043465	2024-04-07 18:30:00	993626	2043465	2	2024-04-07 15:50:10",,,,
"2043465	2024-04-07 18:30:00	1091399	2043465	2	2024-04-07 16:20:10",,,,
"2043465	2024-04-07 18:30:00	799150	2043465	3	2024-04-07 14:50:12",,,,
"2043465	2024-04-07 18:30:00	810508	2043465	3	2024-04-07 15:20:12",,,,
"2043465	2024-04-07 18:30:00	732395	2043465	4	2024-04-07 13:50:11",,,,
"2043465	2024-04-07 18:30:00	792440	2043465	4	2024-04-07 14:20:12",,,,
"2043465	2024-04-07 18:30:00	565372	2043465	5	2024-04-07 12:50:11",,,,
"2043465	2024-04-07 18:30:00	613815	2043465	5	2024-04-07 13:20:11",,,,
"2043465	2024-04-07 18:30:00	445726	2043465	6	2024-04-07 11:50:11",,,,
"2043465	2024-04-07 18:30:00	457260	2043465	6	2024-04-07 12:20:11",,,,
"2043465	2024-04-07 18:30:00	432942	2043465	7	2024-04-07 10:50:10",,,,
"2043465	2024-04-07 18:30:00	441178	2043465	7	2024-04-07 11:20:11",,,,
"2043465	2024-04-07 18:30:00	409181	2043465	8	2024-04-07 09:50:11",,,,
"2043465	2024-04-07 18:30:00	412647	2043465	8	2024-04-07 10:20:11",,,,
"2043465	2024-04-07 18:30:00	403132	2043465	9	2024-04-07 09:20:10",,,,
"2043463	2023-10-22 18:30:00	2345357	2043463	0	2023-10-22 17:50:07",,,,
"2043463	2023-10-22 18:30:00	1254809	2043463	1	2023-10-22 16:50:08",,,,
"2043463	2023-10-22 18:30:00	989143	2043463	2	2023-10-22 15:50:08",,,,
"2043463	2023-10-22 18:30:00	919601	2043463	3	2023-10-22 14:50:07",,,,
"2043463	2023-10-22 18:30:00	730765	2043463	4	2023-10-22 13:50:07",,,,
"2043463	2023-10-22 18:30:00	672399	2043463	5	2023-10-22 12:50:09",,,,
"2043463	2023-10-22 18:30:00	600184	2043463	6	2023-10-22 11:50:08",,,,
"2043463	2023-10-22 18:30:00	542789	2043463	7	2023-10-22 10:50:08",,,,
"2043463	2023-10-22 18:30:00	521760	2043463	8	2023-10-22 09:50:07",,,,
"2043463	2023-10-22 18:30:00	341918	2043463	15	2023-10-22 03:23:04",,,,
"2043459	2023-10-09 02:45:00	1303802	2043459	2	2023-10-09 00:05:07",,,,
"2043454	2024-04-14 21:00:00	5183003	2043454	0	2024-04-14 20:20:09",,,,
"2043454	2024-04-14 21:00:00	7394925	2043454	0	2024-04-14 20:50:09",,,,
"2043454	2024-04-14 21:00:00	3459528	2043454	1	2024-04-14 19:20:09",,,,
"2043454	2024-04-14 21:00:00	3568666	2043454	1	2024-04-14 19:50:11",,,,
"2043454	2024-04-14 21:00:00	2984584	2043454	2	2024-04-14 18:20:08",,,,
"2043454	2024-04-14 21:00:00	3112600	2043454	2	2024-04-14 18:50:10",,,,
"2043454	2024-04-14 21:00:00	2218645	2043454	3	2024-04-14 17:20:08",,,,
"2043454	2024-04-14 21:00:00	2452279	2043454	3	2024-04-14 17:50:10",,,,
