id,比赛时间,必发交易量,更新时间差_小时,必发更新时间
"2235907	2025-01-18 22:30:00	273910	2235907	9	2025-01-18 12:50:10",,,,
"2235907	2025-01-18 22:30:00	273912	2235907	9	2025-01-18 13:20:08",,,,
"2235907	2025-01-18 22:30:00	262208	2235907	10	2025-01-18 11:50:35",,,,
"2235907	2025-01-18 22:30:00	268004	2235907	10	2025-01-18 12:20:08",,,,
"2235906	2025-01-18 22:30:00	671754	2235906	0	2025-01-18 21:50:09",,,,
"2235906	2025-01-18 22:30:00	1698949	2235906	0	2025-01-18 22:20:10",,,,
"2235906	2025-01-18 22:30:00	628701	2235906	1	2025-01-18 20:50:09",,,,
"2235906	2025-01-18 22:30:00	639132	2235906	1	2025-01-18 21:20:09",,,,
"2235906	2025-01-18 22:30:00	593620	2235906	2	2025-01-18 19:50:09",,,,
"2235906	2025-01-18 22:30:00	610977	2235906	2	2025-01-18 20:20:09",,,,
"2235906	2025-01-18 22:30:00	503165	2235906	3	2025-01-18 18:50:08",,,,
"2235906	2025-01-18 22:30:00	520386	2235906	3	2025-01-18 19:20:08",,,,
"2235906	2025-01-18 22:30:00	462332	2235906	4	2025-01-18 17:50:09",,,,
"2235906	2025-01-18 22:30:00	464976	2235906	4	2025-01-18 18:20:09",,,,
"2235906	2025-01-18 22:30:00	439797	2235906	5	2025-01-18 16:50:12",,,,
"2235906	2025-01-18 22:30:00	447156	2235906	5	2025-01-18 17:20:13",,,,
"2235906	2025-01-18 22:30:00	437366	2235906	6	2025-01-18 15:50:13",,,,
"2235906	2025-01-18 22:30:00	438324	2235906	6	2025-01-18 16:20:12",,,,
"2235906	2025-01-18 22:30:00	431118	2235906	7	2025-01-18 14:50:13",,,,
"2235906	2025-01-18 22:30:00	431381	2235906	7	2025-01-18 15:20:10",,,,
"2235906	2025-01-18 22:30:00	426759	2235906	8	2025-01-18 13:50:09",,,,
"2235906	2025-01-18 22:30:00	426792	2235906	8	2025-01-18 14:20:10",,,,
"2235906	2025-01-18 22:30:00	420775	2235906	9	2025-01-18 12:50:10",,,,
"2235906	2025-01-18 22:30:00	422268	2235906	9	2025-01-18 13:20:09",,,,
"2235906	2025-01-18 22:30:00	420456	2235906	10	2025-01-18 11:50:35",,,,
"2235906	2025-01-18 22:30:00	420775	2235906	10	2025-01-18 12:20:08",,,,
"2235897	2025-01-11 22:30:00	539823	2235897	0	2025-01-11 21:51:22",,,,
"2235897	2025-01-11 22:30:00	829348	2235897	0	2025-01-11 22:20:16",,,,
"2235897	2025-01-11 22:30:00	417257	2235897	1	2025-01-11 20:51:26",,,,
"2235897	2025-01-11 22:30:00	458342	2235897	1	2025-01-11 21:20:15",,,,
"2235897	2025-01-11 22:30:00	323993	2235897	2	2025-01-11 19:51:34",,,,
"2235897	2025-01-11 22:30:00	348314	2235897	2	2025-01-11 20:20:14",,,,
"2235897	2025-01-11 22:30:00	285131	2235897	3	2025-01-11 18:51:37",,,,
"2235897	2025-01-11 22:30:00	301769	2235897	3	2025-01-11 19:20:15",,,,
"2235897	2025-01-11 22:30:00	244089	2235897	4	2025-01-11 17:50:13",,,,
"2235897	2025-01-11 22:30:00	269312	2235897	4	2025-01-11 18:20:13",,,,
"2235897	2025-01-11 22:30:00	218378	2235897	5	2025-01-11 16:51:14",,,,
"2235897	2025-01-11 22:30:00	229660	2235897	5	2025-01-11 17:20:12",,,,
"2235897	2025-01-11 22:30:00	200912	2235897	6	2025-01-11 15:50:12",,,,
"2235897	2025-01-11 22:30:00	204293	2235897	6	2025-01-11 16:20:12",,,,
"2235897	2025-01-11 22:30:00	199039	2235897	7	2025-01-11 14:51:10",,,,
"2235897	2025-01-11 22:30:00	200083	2235897	7	2025-01-11 15:20:13",,,,
"2235897	2025-01-11 22:30:00	191009	2235897	8	2025-01-11 13:50:12",,,,
"2235897	2025-01-11 22:30:00	193988	2235897	8	2025-01-11 14:20:12",,,,
"2235897	2025-01-11 22:30:00	185899	2235897	9	2025-01-11 12:51:22",,,,
"2235897	2025-01-11 22:30:00	189012	2235897	9	2025-01-11 13:20:14",,,,
"2235897	2025-01-11 22:30:00	180490	2235897	10	2025-01-11 11:51:19",,,,
"2235897	2025-01-11 22:30:00	184939	2235897	10	2025-01-11 12:20:12",,,,
"2235897	2025-01-11 22:30:00	179513	2235897	11	2025-01-11 10:50:11",,,,
"2235897	2025-01-11 22:30:00	180033	2235897	11	2025-01-11 11:20:12",,,,
"2235897	2025-01-11 22:30:00	163867	2235897	12	2025-01-11 09:51:09",,,,
"2235897	2025-01-11 22:30:00	179307	2235897	12	2025-01-11 10:20:11",,,,
"2235897	2025-01-11 22:30:00	161213	2235897	13	2025-01-11 09:20:10",,,,
"2235894	2025-01-11 22:30:00	514239	2235894	0	2025-01-11 21:51:22",,,,
"2235894	2025-01-11 22:30:00	727900	2235894	0	2025-01-11 22:20:16",,,,
"2235894	2025-01-11 22:30:00	461199	2235894	1	2025-01-11 20:51:26",,,,
"2235894	2025-01-11 22:30:00	468865	2235894	1	2025-01-11 21:20:15",,,,
"2235894	2025-01-11 22:30:00	420098	2235894	2	2025-01-11 19:51:34",,,,
"2235894	2025-01-11 22:30:00	431403	2235894	2	2025-01-11 20:20:14",,,,
"2235894	2025-01-11 22:30:00	386808	2235894	3	2025-01-11 18:51:37",,,,
"2235894	2025-01-11 22:30:00	397077	2235894	3	2025-01-11 19:20:15",,,,
"2235894	2025-01-11 22:30:00	365666	2235894	4	2025-01-11 17:50:12",,,,
"2235894	2025-01-11 22:30:00	379429	2235894	4	2025-01-11 18:20:13",,,,
"2235894	2025-01-11 22:30:00	282780	2235894	5	2025-01-11 16:51:13",,,,
"2235894	2025-01-11 22:30:00	289688	2235894	5	2025-01-11 17:20:12",,,,
"2235894	2025-01-11 22:30:00	261440	2235894	6	2025-01-11 15:50:12",,,,
"2235894	2025-01-11 22:30:00	267808	2235894	6	2025-01-11 16:20:12",,,,
"2235894	2025-01-11 22:30:00	257696	2235894	7	2025-01-11 14:51:10",,,,
"2235894	2025-01-11 22:30:00	260856	2235894	7	2025-01-11 15:20:13",,,,
"2235894	2025-01-11 22:30:00	239919	2235894	8	2025-01-11 13:50:12",,,,
"2235894	2025-01-11 22:30:00	253012	2235894	8	2025-01-11 14:20:12",,,,
"2235894	2025-01-11 22:30:00	152374	2235894	9	2025-01-11 12:51:22",,,,
"2235894	2025-01-11 22:30:00	169186	2235894	9	2025-01-11 13:20:14",,,,
"2235894	2025-01-11 22:30:00	152171	2235894	10	2025-01-11 11:51:19",,,,
"2235894	2025-01-11 22:30:00	152362	2235894	10	2025-01-11 12:20:11",,,,
"2235894	2025-01-11 22:30:00	145821	2235894	11	2025-01-11 10:50:11",,,,
"2235894	2025-01-11 22:30:00	145884	2235894	11	2025-01-11 11:20:12",,,,
"2235894	2025-01-11 22:30:00	144182	2235894	12	2025-01-11 09:51:09",,,,
"2235894	2025-01-11 22:30:00	145132	2235894	12	2025-01-11 10:20:11",,,,
"2235894	2025-01-11 22:30:00	138819	2235894	13	2025-01-11 09:20:10",,,,
"2235893	2025-01-11 22:30:00	1142649	2235893	0	2025-01-11 21:51:22",,,,
"2235893	2025-01-11 22:30:00	1319731	2235893	0	2025-01-11 22:20:16",,,,
"2235893	2025-01-11 22:30:00	1049824	2235893	1	2025-01-11 20:51:26",,,,
"2235893	2025-01-11 22:30:00	1066863	2235893	1	2025-01-11 21:20:15",,,,
"2235893	2025-01-11 22:30:00	1005092	2235893	2	2025-01-11 19:51:34",,,,
"2235893	2025-01-11 22:30:00	1021934	2235893	2	2025-01-11 20:20:14",,,,
"2235893	2025-01-11 22:30:00	794581	2235893	3	2025-01-11 18:51:37",,,,
"2235893	2025-01-11 22:30:00	901866	2235893	3	2025-01-11 19:20:15",,,,
"2235893	2025-01-11 22:30:00	628329	2235893	4	2025-01-11 17:50:12",,,,
"2235893	2025-01-11 22:30:00	681354	2235893	4	2025-01-11 18:20:13",,,,
"2235893	2025-01-11 22:30:00	523768	2235893	5	2025-01-11 16:51:13",,,,
"2235893	2025-01-11 22:30:00	559356	2235893	5	2025-01-11 17:20:12",,,,
"2235893	2025-01-11 22:30:00	265990	2235893	6	2025-01-11 15:50:12",,,,
"2235893	2025-01-11 22:30:00	273364	2235893	6	2025-01-11 16:20:12",,,,
"2235893	2025-01-11 22:30:00	253780	2235893	7	2025-01-11 14:51:10",,,,
"2235893	2025-01-11 22:30:00	256895	2235893	7	2025-01-11 15:20:13",,,,
"2235893	2025-01-11 22:30:00	253206	2235893	8	2025-01-11 13:50:12",,,,
"2235893	2025-01-11 22:30:00	253249	2235893	8	2025-01-11 14:20:12",,,,
"2235893	2025-01-11 22:30:00	198882	2235893	9	2025-01-11 12:51:22",,,,
"2235893	2025-01-11 22:30:00	199852	2235893	9	2025-01-11 13:20:13",,,,
"2235893	2025-01-11 22:30:00	192584	2235893	10	2025-01-11 11:51:19",,,,
"2235893	2025-01-11 22:30:00	198241	2235893	10	2025-01-11 12:20:11",,,,
"2235893	2025-01-11 22:30:00	189744	2235893	11	2025-01-11 10:50:11",,,,
"2235893	2025-01-11 22:30:00	192560	2235893	11	2025-01-11 11:20:11",,,,
"2235893	2025-01-11 22:30:00	189710	2235893	12	2025-01-11 09:51:09",,,,
"2235893	2025-01-11 22:30:00	189744	2235893	12	2025-01-11 10:20:11",,,,
"2235893	2025-01-11 22:30:00	187314	2235893	13	2025-01-11 09:20:10",,,,
"2235891	2025-01-12 22:30:00	521788	2235891	0	2025-01-12 21:50:23",,,,
"2235891	2025-01-12 22:30:00	813202	2235891	0	2025-01-12 22:20:07",,,,
"2235891	2025-01-12 22:30:00	474212	2235891	1	2025-01-12 20:50:26",,,,
"2235891	2025-01-12 22:30:00	498337	2235891	1	2025-01-12 21:20:06",,,,
"2235891	2025-01-12 22:30:00	435999	2235891	2	2025-01-12 19:50:29",,,,
"2235891	2025-01-12 22:30:00	457346	2235891	2	2025-01-12 20:20:08",,,,
"2235891	2025-01-12 22:30:00	396368	2235891	3	2025-01-12 18:50:07",,,,
"2235891	2025-01-12 22:30:00	413415	2235891	3	2025-01-12 19:20:07",,,,
"2235891	2025-01-12 22:30:00	358320	2235891	4	2025-01-12 17:50:07",,,,
"2235891	2025-01-12 22:30:00	383328	2235891	4	2025-01-12 18:20:07",,,,
"2235891	2025-01-12 22:30:00	304313	2235891	5	2025-01-12 16:50:07",,,,
"2235891	2025-01-12 22:30:00	327336	2235891	5	2025-01-12 17:20:06",,,,
"2235891	2025-01-12 22:30:00	288369	2235891	6	2025-01-12 15:50:07",,,,
"2235891	2025-01-12 22:30:00	296379	2235891	6	2025-01-12 16:20:07",,,,
"2235891	2025-01-12 22:30:00	275075	2235891	7	2025-01-12 14:50:28",,,,
"2235891	2025-01-12 22:30:00	278374	2235891	7	2025-01-12 15:20:07",,,,
"2235891	2025-01-12 22:30:00	252277	2235891	8	2025-01-12 13:50:07",,,,
"2235891	2025-01-12 22:30:00	262434	2235891	8	2025-01-12 14:20:05",,,,
"2235891	2025-01-12 22:30:00	238999	2235891	9	2025-01-12 12:50:30",,,,
"2235891	2025-01-12 22:30:00	240933	2235891	9	2025-01-12 13:20:07",,,,
"2235891	2025-01-12 22:30:00	238034	2235891	10	2025-01-12 11:50:31",,,,
"2235891	2025-01-12 22:30:00	238059	2235891	10	2025-01-12 12:20:07",,,,
"2235891	2025-01-12 22:30:00	230034	2235891	11	2025-01-12 10:50:28",,,,
"2235891	2025-01-12 22:30:00	232464	2235891	11	2025-01-12 11:20:07",,,,
"2235891	2025-01-12 22:30:00	229589	2235891	12	2025-01-12 09:50:07",,,,
"2235891	2025-01-12 22:30:00	229877	2235891	12	2025-01-12 10:20:07",,,,
"2235891	2025-01-12 22:30:00	227342	2235891	13	2025-01-12 09:20:07",,,,
"2235890	2025-01-11 22:30:00	636891	2235890	0	2025-01-11 21:51:22",,,,
"2235890	2025-01-11 22:30:00	844164	2235890	0	2025-01-11 22:20:16",,,,
"2235890	2025-01-11 22:30:00	526060	2235890	1	2025-01-11 20:51:26",,,,
"2235890	2025-01-11 22:30:00	534004	2235890	1	2025-01-11 21:20:15",,,,
"2235890	2025-01-11 22:30:00	507968	2235890	2	2025-01-11 19:51:34",,,,
"2235890	2025-01-11 22:30:00	515809	2235890	2	2025-01-11 20:20:14",,,,
"2235890	2025-01-11 22:30:00	453463	2235890	3	2025-01-11 18:51:37",,,,
"2235890	2025-01-11 22:30:00	489165	2235890	3	2025-01-11 19:20:15",,,,
"2235890	2025-01-11 22:30:00	424278	2235890	4	2025-01-11 17:50:12",,,,
"2235890	2025-01-11 22:30:00	433249	2235890	4	2025-01-11 18:20:12",,,,
"2235890	2025-01-11 22:30:00	389082	2235890	5	2025-01-11 16:51:13",,,,
"2235890	2025-01-11 22:30:00	411843	2235890	5	2025-01-11 17:20:12",,,,
"2235890	2025-01-11 22:30:00	360248	2235890	6	2025-01-11 15:50:12",,,,
"2235890	2025-01-11 22:30:00	364526	2235890	6	2025-01-11 16:20:12",,,,
"2235890	2025-01-11 22:30:00	353185	2235890	7	2025-01-11 14:51:10",,,,
"2235890	2025-01-11 22:30:00	359012	2235890	7	2025-01-11 15:20:13",,,,
"2235890	2025-01-11 22:30:00	329811	2235890	8	2025-01-11 13:50:12",,,,
"2235890	2025-01-11 22:30:00	352015	2235890	8	2025-01-11 14:20:12",,,,
"2235890	2025-01-11 22:30:00	270981	2235890	9	2025-01-11 12:51:22",,,,
"2235890	2025-01-11 22:30:00	297339	2235890	9	2025-01-11 13:20:13",,,,
"2235890	2025-01-11 22:30:00	269379	2235890	10	2025-01-11 11:51:19",,,,
"2235890	2025-01-11 22:30:00	269518	2235890	10	2025-01-11 12:20:11",,,,
"2235890	2025-01-11 22:30:00	267590	2235890	11	2025-01-11 10:50:11",,,,
"2235890	2025-01-11 22:30:00	267590	2235890	11	2025-01-11 11:20:11",,,,
"2235890	2025-01-11 22:30:00	265464	2235890	12	2025-01-11 09:51:09",,,,
"2235890	2025-01-11 22:30:00	267210	2235890	12	2025-01-11 10:20:11",,,,
"2235890	2025-01-11 22:30:00	258106	2235890	13	2025-01-11 09:20:10",,,,
"2235889	2025-01-11 22:30:00	427901	2235889	0	2025-01-11 21:51:22",,,,
"2235889	2025-01-11 22:30:00	536235	2235889	0	2025-01-11 22:20:16",,,,
"2235889	2025-01-11 22:30:00	338055	2235889	1	2025-01-11 20:51:26",,,,
"2235889	2025-01-11 22:30:00	384356	2235889	1	2025-01-11 21:20:15",,,,
"2235889	2025-01-11 22:30:00	302467	2235889	2	2025-01-11 19:51:34",,,,
"2235889	2025-01-11 22:30:00	323850	2235889	2	2025-01-11 20:20:14",,,,
"2235889	2025-01-11 22:30:00	260260	2235889	3	2025-01-11 18:51:37",,,,
"2235889	2025-01-11 22:30:00	287258	2235889	3	2025-01-11 19:20:15",,,,
"2235889	2025-01-11 22:30:00	201636	2235889	4	2025-01-11 17:50:12",,,,
"2235889	2025-01-11 22:30:00	236571	2235889	4	2025-01-11 18:20:12",,,,
"2235889	2025-01-11 22:30:00	169133	2235889	5	2025-01-11 16:51:13",,,,
"2235889	2025-01-11 22:30:00	175561	2235889	5	2025-01-11 17:20:12",,,,
"2235889	2025-01-11 22:30:00	153952	2235889	6	2025-01-11 15:50:12",,,,
"2235889	2025-01-11 22:30:00	159348	2235889	6	2025-01-11 16:20:12",,,,
"2235889	2025-01-11 22:30:00	147364	2235889	7	2025-01-11 14:51:10",,,,
"2235889	2025-01-11 22:30:00	153278	2235889	7	2025-01-11 15:20:13",,,,
"2235889	2025-01-11 22:30:00	146495	2235889	8	2025-01-11 13:50:12",,,,
"2235889	2025-01-11 22:30:00	147101	2235889	8	2025-01-11 14:20:12",,,,
"2235889	2025-01-11 22:30:00	145274	2235889	9	2025-01-11 12:51:22",,,,
"2235889	2025-01-11 22:30:00	146202	2235889	9	2025-01-11 13:20:13",,,,
"2235889	2025-01-11 22:30:00	142130	2235889	10	2025-01-11 11:51:19",,,,
"2235889	2025-01-11 22:30:00	143989	2235889	10	2025-01-11 12:20:11",,,,
"2235889	2025-01-11 22:30:00	132510	2235889	11	2025-01-11 10:50:11",,,,
"2235889	2025-01-11 22:30:00	139587	2235889	11	2025-01-11 11:20:11",,,,
"2235889	2025-01-11 22:30:00	130554	2235889	12	2025-01-11 09:51:09",,,,
"2235889	2025-01-11 22:30:00	131426	2235889	12	2025-01-11 10:20:11",,,,
"2235889	2025-01-11 22:30:00	128333	2235889	13	2025-01-11 09:20:10",,,,
"2235885	2024-12-21 22:30:00	628890	2235885	0	2024-12-21 21:50:10",,,,
"2235885	2024-12-21 22:30:00	849222	2235885	0	2024-12-21 22:20:10",,,,
"2235885	2024-12-21 22:30:00	597218	2235885	1	2024-12-21 20:50:11",,,,
"2235885	2024-12-21 22:30:00	610636	2235885	1	2024-12-21 21:20:08",,,,
"2235885	2024-12-21 22:30:00	584746	2235885	2	2024-12-21 19:50:10",,,,
"2235885	2024-12-21 22:30:00	589740	2235885	2	2024-12-21 20:20:10",,,,
"2235885	2024-12-21 22:30:00	555914	2235885	3	2024-12-21 18:50:09",,,,
"2235885	2024-12-21 22:30:00	574334	2235885	3	2024-12-21 19:20:10",,,,
"2235885	2024-12-21 22:30:00	353094	2235885	4	2024-12-21 17:50:09",,,,
"2235885	2024-12-21 22:30:00	362088	2235885	4	2024-12-21 18:20:09",,,,
"2235885	2024-12-21 22:30:00	324678	2235885	5	2024-12-21 16:50:09",,,,
"2235885	2024-12-21 22:30:00	329815	2235885	5	2024-12-21 17:20:09",,,,
"2235885	2024-12-21 22:30:00	322908	2235885	6	2024-12-21 15:50:09",,,,
"2235885	2024-12-21 22:30:00	324271	2235885	6	2024-12-21 16:20:09",,,,
"2235885	2024-12-21 22:30:00	320689	2235885	7	2024-12-21 14:50:09",,,,
"2235885	2024-12-21 22:30:00	321346	2235885	7	2024-12-21 15:20:09",,,,
"2235885	2024-12-21 22:30:00	317213	2235885	8	2024-12-21 13:50:08",,,,
"2235885	2024-12-21 22:30:00	317350	2235885	8	2024-12-21 14:20:09",,,,
"2235885	2024-12-21 22:30:00	311778	2235885	9	2024-12-21 12:50:09",,,,
"2235885	2024-12-21 22:30:00	313639	2235885	9	2024-12-21 13:20:09",,,,
"2235885	2024-12-21 22:30:00	309987	2235885	10	2024-12-21 11:50:06",,,,
"2235885	2024-12-21 22:30:00	310065	2235885	10	2024-12-21 12:20:10",,,,
"2235885	2024-12-21 22:30:00	309067	2235885	11	2024-12-21 10:50:08",,,,
"2235885	2024-12-21 22:30:00	309778	2235885	11	2024-12-21 11:20:07",,,,
"2235885	2024-12-21 22:30:00	307183	2235885	12	2024-12-21 09:50:06",,,,
"2235885	2024-12-21 22:30:00	308466	2235885	12	2024-12-21 10:20:06",,,,
"2235885	2024-12-21 22:30:00	307083	2235885	13	2024-12-21 09:20:07",,,,
"2235884	2024-12-21 22:30:00	897369	2235884	0	2024-12-21 21:50:10",,,,
"2235884	2024-12-21 22:30:00	1056475	2235884	0	2024-12-21 22:20:11",,,,
"2235884	2024-12-21 22:30:00	643979	2235884	1	2024-12-21 20:50:12",,,,
"2235884	2024-12-21 22:30:00	755568	2235884	1	2024-12-21 21:20:09",,,,
"2235884	2024-12-21 22:30:00	599453	2235884	2	2024-12-21 19:50:10",,,,
"2235884	2024-12-21 22:30:00	609430	2235884	2	2024-12-21 20:20:11",,,,
"2235884	2024-12-21 22:30:00	523077	2235884	3	2024-12-21 18:50:09",,,,
"2235884	2024-12-21 22:30:00	543858	2235884	3	2024-12-21 19:20:11",,,,
"2235884	2024-12-21 22:30:00	476757	2235884	4	2024-12-21 17:50:09",,,,
"2235884	2024-12-21 22:30:00	491142	2235884	4	2024-12-21 18:20:09",,,,
"2235884	2024-12-21 22:30:00	450657	2235884	5	2024-12-21 16:50:09",,,,
"2235884	2024-12-21 22:30:00	462160	2235884	5	2024-12-21 17:20:10",,,,
"2235884	2024-12-21 22:30:00	427874	2235884	6	2024-12-21 15:50:09",,,,
"2235884	2024-12-21 22:30:00	436655	2235884	6	2024-12-21 16:20:09",,,,
"2235884	2024-12-21 22:30:00	418530	2235884	7	2024-12-21 14:50:09",,,,
"2235884	2024-12-21 22:30:00	424341	2235884	7	2024-12-21 15:20:09",,,,
"2235884	2024-12-21 22:30:00	396652	2235884	8	2024-12-21 13:50:09",,,,
"2235884	2024-12-21 22:30:00	402998	2235884	8	2024-12-21 14:20:09",,,,
"2235884	2024-12-21 22:30:00	373503	2235884	9	2024-12-21 12:50:09",,,,
"2235884	2024-12-21 22:30:00	379786	2235884	9	2024-12-21 13:20:09",,,,
"2235884	2024-12-21 22:30:00	283724	2235884	10	2024-12-21 11:50:07",,,,
"2235884	2024-12-21 22:30:00	284165	2235884	10	2024-12-21 12:20:10",,,,
"2235884	2024-12-21 22:30:00	278439	2235884	11	2024-12-21 10:50:08",,,,
"2235884	2024-12-21 22:30:00	283135	2235884	11	2024-12-21 11:20:07",,,,
"2235884	2024-12-21 22:30:00	252874	2235884	12	2024-12-21 09:50:07",,,,
"2235884	2024-12-21 22:30:00	256032	2235884	12	2024-12-21 10:20:06",,,,
"2235884	2024-12-21 22:30:00	250373	2235884	13	2024-12-21 09:20:07",,,,
"2235883	2024-12-21 22:30:00	262097	2235883	0	2024-12-21 21:50:09",,,,
"2235883	2024-12-21 22:30:00	316883	2235883	0	2024-12-21 22:20:10",,,,
"2235883	2024-12-21 22:30:00	217578	2235883	1	2024-12-21 20:50:11",,,,
"2235883	2024-12-21 22:30:00	220771	2235883	1	2024-12-21 21:20:08",,,,
"2235883	2024-12-21 22:30:00	207874	2235883	2	2024-12-21 19:50:10",,,,
"2235883	2024-12-21 22:30:00	213025	2235883	2	2024-12-21 20:20:10",,,,
"2235883	2024-12-21 22:30:00	146170	2235883	3	2024-12-21 18:50:09",,,,
"2235883	2024-12-21 22:30:00	177859	2235883	3	2024-12-21 19:20:10",,,,
"2235883	2024-12-21 22:30:00	136338	2235883	4	2024-12-21 17:50:08",,,,
"2235883	2024-12-21 22:30:00	143325	2235883	4	2024-12-21 18:20:09",,,,
"2235883	2024-12-21 22:30:00	132390	2235883	5	2024-12-21 16:50:09",,,,
"2235883	2024-12-21 22:30:00	135088	2235883	5	2024-12-21 17:20:09",,,,
"2235883	2024-12-21 22:30:00	121797	2235883	6	2024-12-21 15:50:09",,,,
"2235883	2024-12-21 22:30:00	129813	2235883	6	2024-12-21 16:20:09",,,,
"2235883	2024-12-21 22:30:00	120841	2235883	7	2024-12-21 14:50:09",,,,
"2235883	2024-12-21 22:30:00	121076	2235883	7	2024-12-21 15:20:08",,,,
"2235883	2024-12-21 22:30:00	120826	2235883	8	2024-12-21 13:50:08",,,,
"2235883	2024-12-21 22:30:00	120826	2235883	8	2024-12-21 14:20:09",,,,
"2235883	2024-12-21 22:30:00	117000	2235883	9	2024-12-21 12:50:09",,,,
"2235883	2024-12-21 22:30:00	120783	2235883	9	2024-12-21 13:20:09",,,,
"2235883	2024-12-21 22:30:00	112760	2235883	10	2024-12-21 11:50:06",,,,
"2235883	2024-12-21 22:30:00	113681	2235883	10	2024-12-21 12:20:10",,,,
"2235883	2024-12-21 22:30:00	111691	2235883	11	2024-12-21 10:50:08",,,,
"2235883	2024-12-21 22:30:00	112755	2235883	11	2024-12-21 11:20:07",,,,
"2235883	2024-12-21 22:30:00	109690	2235883	12	2024-12-21 09:50:06",,,,
"2235883	2024-12-21 22:30:00	111092	2235883	12	2024-12-21 10:20:06",,,,
"2235883	2024-12-21 22:30:00	107957	2235883	13	2024-12-21 09:20:07",,,,
"2235881	2024-12-21 22:30:00	314306	2235881	0	2024-12-21 21:50:10",,,,
"2235881	2024-12-21 22:30:00	544223	2235881	0	2024-12-21 22:20:10",,,,
"2235881	2024-12-21 22:30:00	278517	2235881	1	2024-12-21 20:50:12",,,,
"2235881	2024-12-21 22:30:00	298722	2235881	1	2024-12-21 21:20:09",,,,
"2235881	2024-12-21 22:30:00	257075	2235881	2	2024-12-21 19:50:10",,,,
"2235881	2024-12-21 22:30:00	274423	2235881	2	2024-12-21 20:20:11",,,,
"2235881	2024-12-21 22:30:00	249109	2235881	3	2024-12-21 18:50:09",,,,
"2235881	2024-12-21 22:30:00	253915	2235881	3	2024-12-21 19:20:10",,,,
"2235881	2024-12-21 22:30:00	243884	2235881	4	2024-12-21 17:50:09",,,,
"2235881	2024-12-21 22:30:00	246963	2235881	4	2024-12-21 18:20:09",,,,
"2235881	2024-12-21 22:30:00	189916	2235881	5	2024-12-21 16:50:09",,,,
"2235881	2024-12-21 22:30:00	192139	2235881	5	2024-12-21 17:20:09",,,,
"2235881	2024-12-21 22:30:00	179369	2235881	6	2024-12-21 15:50:09",,,,
"2235881	2024-12-21 22:30:00	189363	2235881	6	2024-12-21 16:20:09",,,,
"2235881	2024-12-21 22:30:00	176064	2235881	7	2024-12-21 14:50:09",,,,
"2235881	2024-12-21 22:30:00	176308	2235881	7	2024-12-21 15:20:09",,,,
"2235881	2024-12-21 22:30:00	175927	2235881	8	2024-12-21 13:50:08",,,,
"2235881	2024-12-21 22:30:00	176025	2235881	8	2024-12-21 14:20:09",,,,
"2235881	2024-12-21 22:30:00	172839	2235881	9	2024-12-21 12:50:09",,,,
"2235881	2024-12-21 22:30:00	173717	2235881	9	2024-12-21 13:20:09",,,,
"2235881	2024-12-21 22:30:00	169805	2235881	10	2024-12-21 11:50:06",,,,
"2235881	2024-12-21 22:30:00	172839	2235881	10	2024-12-21 12:20:10",,,,
"2235881	2024-12-21 22:30:00	169730	2235881	11	2024-12-21 10:50:08",,,,
"2235881	2024-12-21 22:30:00	169805	2235881	11	2024-12-21 11:20:07",,,,
"2235881	2024-12-21 22:30:00	169281	2235881	12	2024-12-21 09:50:06",,,,
"2235881	2024-12-21 22:30:00	169730	2235881	12	2024-12-21 10:20:06",,,,
"2235881	2024-12-21 22:30:00	167270	2235881	13	2024-12-21 09:20:07",,,,
"2235880	2024-12-21 22:30:00	986479	2235880	0	2024-12-21 21:50:10",,,,
"2235880	2024-12-21 22:30:00	1687772	2235880	0	2024-12-21 22:20:10",,,,
"2235880	2024-12-21 22:30:00	942494	2235880	1	2024-12-21 20:50:12",,,,
"2235880	2024-12-21 22:30:00	953650	2235880	1	2024-12-21 21:20:09",,,,
"2235880	2024-12-21 22:30:00	915533	2235880	2	2024-12-21 19:50:10",,,,
"2235880	2024-12-21 22:30:00	929385	2235880	2	2024-12-21 20:20:11",,,,
"2235880	2024-12-21 22:30:00	802920	2235880	3	2024-12-21 18:50:09",,,,
"2235880	2024-12-21 22:30:00	865091	2235880	3	2024-12-21 19:20:11",,,,
"2235880	2024-12-21 22:30:00	734510	2235880	4	2024-12-21 17:50:09",,,,
"2235880	2024-12-21 22:30:00	757489	2235880	4	2024-12-21 18:20:09",,,,
"2235880	2024-12-21 22:30:00	673751	2235880	5	2024-12-21 16:50:09",,,,
"2235880	2024-12-21 22:30:00	712012	2235880	5	2024-12-21 17:20:10",,,,
"2235880	2024-12-21 22:30:00	587504	2235880	6	2024-12-21 15:50:09",,,,
"2235880	2024-12-21 22:30:00	591229	2235880	6	2024-12-21 16:20:09",,,,
"2235880	2024-12-21 22:30:00	416707	2235880	7	2024-12-21 14:50:09",,,,
"2235880	2024-12-21 22:30:00	564757	2235880	7	2024-12-21 15:20:09",,,,
"2235880	2024-12-21 22:30:00	383451	2235880	8	2024-12-21 13:50:08",,,,
"2235880	2024-12-21 22:30:00	393780	2235880	8	2024-12-21 14:20:09",,,,
"2235880	2024-12-21 22:30:00	343794	2235880	9	2024-12-21 12:50:09",,,,
"2235880	2024-12-21 22:30:00	379478	2235880	9	2024-12-21 13:20:09",,,,
"2235880	2024-12-21 22:30:00	343186	2235880	10	2024-12-21 11:50:07",,,,
