2189267	2024-04-05 08:00:00	4	3	2.46	3.10	2.86	2.40	3.05	2.96	9	2	7	9	1	11	18	3	18	0	15	0	18	1	3	1	2	1	2	-1	-1	1	-0.06	-0.05	0.10
2081004	2023-08-30 06:00:00	4	3	1.20	5.50	12.00	1.26	5.30	9.50	2	2	5	3	1	3	5	3	8	3	5	0	8	2	3	1	2	1	3	1	-1	-1	0.06	-0.20	-2.50
2189268	2024-05-09 06:00:00	4	3	1.67	3.60	4.45	1.56	3.80	5.50	8	3	5	3	6	10	11	9	15	4	6	0	15	2	3	1	2	1	3	-1	1	1	-0.11	0.20	1.05
2047976	2023-08-04 08:00:00	4	3	1.19	6.40	12.00	1.19	6.40	11.00	3	2	3	3	5	3	6	7	6	4	3	4	10	2	1	2	1	3	1	0	0	-1	0.00	0.00	-1.00
2047972	2023-08-03 08:30:00	4	0	2.47	3.05	2.89	2.47	3.05	2.87	1	0	4	3	0	1	4	0	5	1	5	0	5	2	3	1	2	1	3	0	0	-1	0.00	0.00	-0.02
2047971	2023-08-03 08:00:00	4	1	2.76	3.00	2.60	2.91	2.94	2.53	4	2	4	5	1	4	9	3	8	1	7	2	10	1	3	2	3	1	2	1	-1	-1	0.15	-0.06	-0.07
2033567	2023-07-03 00:00:00	5	3	1.91	3.40	3.55	1.88	3.55	3.75	7	2	2	3	4	6	10	6	8	1	5	3	11	1	3	2	3	1	2	-1	1	1	-0.03	0.15	0.20
2022175	2023-06-22 00:00:00	5	1	3.25	3.30	1.97	3.05	3.45	2.16	3	1	4	3	2	4	6	3	8	2	5	0	8	2	3	1	2	1	3	-1	1	1	-0.20	0.15	0.19
2043801	2023-07-09 00:00:00	5	3	2.47	3.10	2.68	2.52	3.30	2.87	13	1	10	11	2	15	24	3	25	2	23	1	26	2	3	1	2	1	3	1	1	1	0.05	0.20	0.19
2041733	2023-07-06 03:00:00	5	3	1.72	3.70	4.05	1.72	3.80	4.25	4	2	4	4	5	6	8	7	10	3	4	1	11	2	3	1	2	1	3	0	1	1	0.00	0.10	0.20
2041732	2023-07-06 00:00:00	5	0	8.30	4.15	1.36	8.90	4.35	1.36	12	7	8	9	7	9	21	14	17	2	9	6	23	1	3	2	3	1	2	1	1	0	0.60	0.20	0.00
2033535	2023-07-02 03:00:00	5	1	1.37	4.60	6.90	1.38	4.85	8.30	4	3	4	4	4	5	8	7	9	1	2	0	9	2	3	1	2	1	3	1	1	1	0.01	0.25	1.40
2033534	2023-07-02 00:00:00	5	1	2.38	3.05	2.84	2.47	3.05	2.71	0	1	3	2	1	2	2	2	5	3	3	0	5	2	2	1	1	1	3	1	0	-1	0.09	0.00	-0.13
2022198	2023-06-29 02:45:00	5	0	1.63	3.95	3.90	1.59	4.10	4.90	3	2	2	2	3	4	5	5	6	2	2	1	7	2	2	1	1	1	3	-1	1	1	-0.04	0.15	1.00
2022196	2023-06-26 02:45:00	5	0	5.50	4.30	1.46	5.30	4.30	1.51	3	3	3	4	3	3	7	6	6	1	2	2	8	1	2	2	3	1	1	-1	0	1	-0.20	0.00	0.05
2022197	2023-06-29 02:45:00	5	0	3.00	3.55	1.98	3.65	3.75	1.85	1	2	6	4	4	3	5	6	9	6	5	2	11	3	2	1	1	2	3	1	1	-1	0.65	0.20	-0.13
2022194	2023-06-23 02:45:00	5	3	2.19	3.30	2.79	2.35	3.35	2.80	0	2	4	4	1	2	4	3	6	3	4	1	7	2	3	1	2	1	3	1	1	1	0.16	0.05	0.01
2022195	2023-06-26 00:00:00	5	0	3.35	3.45	1.96	3.70	3.60	1.89	1	0	3	4	3	1	5	3	4	0	2	1	5	1	3	2	3	1	2	1	1	-1	0.35	0.15	-0.07
2022192	2023-06-29 00:00:00	5	3	2.89	3.35	2.11	2.97	3.35	2.25	2	1	1	2	1	1	4	2	2	0	2	2	4	1	2	2	3	1	1	1	0	1	0.08	0.00	0.14
2022193	2023-06-23 00:00:00	5	0	2.51	3.30	2.39	2.67	3.35	2.46	1	0	1	3	1	2	4	1	3	0	3	1	4	1	3	2	3	1	2	1	1	1	0.16	0.05	0.07
2022190	2023-06-26 00:00:00	5	3	4.95	3.75	1.59	4.80	3.85	1.63	2	0	2	2	1	2	4	1	4	0	3	0	4	1	3	1	2	1	2	-1	1	1	-0.15	0.10	0.04
2022191	2023-06-29 00:00:00	5	3	2.47	3.40	2.37	2.51	3.45	2.56	15	1	9	11	2	16	26	3	25	0	23	1	26	1	3	2	3	1	2	1	1	1	0.04	0.05	0.19
2022188	2023-06-23 00:00:00	5	0	5.10	3.90	1.54	5.20	3.90	1.58	0	0	1	2	1	1	2	1	2	0	1	0	2	1	3	1	2	1	2	1	0	1	0.10	0.00	0.04
2022189	2023-06-26 00:00:00	5	3	1.31	4.80	7.40	1.35	4.90	7.40	1	1	0	2	2	1	3	3	1	0	0	2	3	1	1	3	2	2	1	1	1	0	0.04	0.10	0.00
2022186	2023-06-28 02:45:00	5	1	2.92	3.40	2.25	2.99	3.45	2.20	1	0	2	3	2	1	4	2	3	0	2	1	4	1	3	2	3	1	2	1	1	-1	0.07	0.05	-0.05
2022187	2023-06-23 00:00:00	5	1	1.28	5.00	7.00	1.34	5.00	7.50	2	2	1	2	3	3	4	5	4	1	0	1	5	2	1	2	1	3	1	1	0	1	0.06	0.00	0.50
2022184	2023-06-25 02:45:00	5	3	1.40	4.80	7.80	1.38	4.90	8.20	2	2	2	3	4	4	5	6	6	2	1	1	7	3	1	1	1	2	2	-1	1	1	-0.02	0.10	0.40
2022185	2023-06-28 02:45:00	5	1	1.62	3.90	4.80	1.62	3.95	4.80	7	2	4	3	4	6	10	6	10	1	5	1	11	1	3	1	2	1	2	0	1	0	0.00	0.05	0.00
2022182	2023-06-25 00:00:00	5	0	3.15	3.25	2.02	3.65	3.50	2.04	1	1	2	2	2	1	3	3	3	0	0	0	3	1	1	1	1	1	1	1	1	1	0.50	0.25	0.02
2022183	2023-06-22 02:45:00	5	0	7.00	5.30	1.26	7.90	5.30	1.31	9	4	2	5	3	6	14	7	8	1	8	7	15	1	3	2	3	1	2	1	0	1	0.90	0.00	0.05
2022180	2023-06-28 00:00:00	5	3	2.21	3.40	2.68	2.35	3.50	2.70	1	1	7	7	1	3	8	2	10	2	8	0	10	2	3	1	2	1	3	1	1	1	0.14	0.10	0.02
2022181	2023-06-22 00:00:00	5	3	2.94	3.20	2.13	2.89	3.25	2.35	4	1	1	1	2	3	5	3	4	2	4	3	7	1	3	2	3	1	2	-1	1	1	-0.05	0.05	0.22
2033571	2023-07-03 03:00:00	5	0	1.60	3.80	4.75	1.65	3.90	5.40	0	2	2	2	2	3	2	4	5	3	1	0	5	3	2	1	1	2	3	1	1	1	0.05	0.10	0.65
2022179	2023-06-28 00:00:00	5	1	4.05	3.75	1.65	4.60	3.85	1.66	4	2	4	6	3	4	10	5	8	0	5	2	10	1	3	2	3	1	2	1	1	1	0.55	0.10	0.01
2022176	2023-06-22 00:00:00	5	3	6.40	4.65	1.33	7.80	4.85	1.34	1	1	2	4	3	2	5	4	4	0	1	1	5	1	2	2	3	1	1	1	1	1	1.40	0.20	0.01
2022177	2023-06-25 00:00:00	5	1	2.63	3.50	2.61	2.65	3.45	2.62	4	1	3	4	1	5	8	2	8	0	6	0	8	1	3	1	2	1	2	1	-1	1	0.02	-0.05	0.01
2282690	2024-08-28 18:00:00	6	1	1.93	3.45	3.20	1.95	3.40	3.20	3	2	2	2	2	2	5	4	4	2	3	3	7	1	2	2	3	1	1	1	-1	0	0.02	-0.05	0.00
2237587	2024-07-17 18:00:00	6	3	2.09	3.30	2.95	2.11	3.40	2.85	3	2	5	1	4	3	4	6	8	6	4	2	10	3	2	1	1	2	3	1	1	-1	0.02	0.10	-0.10
2282691	2024-08-28 18:30:00	6	3	2.01	3.30	3.15	2.08	3.30	2.97	3	2	5	2	2	5	5	4	10	5	6	0	10	2	3	1	2	1	3	1	0	-1	0.07	0.00	-0.18
2282689	2024-08-21 18:00:00	6	0	2.77	3.25	2.22	2.75	3.25	2.23	2	0	4	4	0	3	6	0	7	1	7	0	7	2	3	1	2	1	3	-1	0	1	-0.02	0.00	0.01
2291478	2024-11-30 14:00:00	6	1	2.70	3.20	2.29	2.73	3.15	2.29	1	1	2	2	0	2	3	1	4	2	4	1	5	2	3	1	2	1	3	1	-1	0	0.03	-0.05	0.00
2237588	2024-07-17 18:00:00	6	3	1.59	3.65	4.60	1.60	3.65	4.55	2	0	2	2	0	2	4	0	4	0	4	0	4	1	3	1	2	1	2	1	0	-1	0.01	0.00	-0.05
2282692	2024-08-21 18:30:00	6	1	2.87	3.25	2.11	2.85	3.30	2.14	4	4	5	3	4	5	7	8	10	6	5	3	13	3	2	1	1	2	3	-1	1	1	-0.02	0.05	0.03
2221833	2024-06-19 18:00:00	6	1	2.03	3.20	3.20	2.03	3.20	3.20	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0.00	0.00	0.00
2221834	2024-06-19 18:30:00	6	1	2.20	3.20	2.83	2.27	3.20	2.73	0	0	1	1	0	0	1	0	1	1	2	1	2	1	3	1	2	1	2	1	0	-1	0.07	0.00	-0.10
2024130	2023-06-28 18:00:00	6	3	2.06	3.10	3.20	2.08	3.10	3.15	1	1	2	2	0	0	3	1	2	0	2	1	3	1	3	2	3	1	2	1	0	-1	0.02	0.00	-0.05
2221837	2024-06-19 18:30:00	6	1	2.06	3.15	3.10	2.04	3.15	3.15	1	0	0	0	0	1	1	0	1	1	2	1	2	1	3	1	2	1	2	-1	0	1	-0.02	0.00	0.05
2024128	2023-06-28 18:00:00	6	1	1.45	4.05	5.60	1.45	4.05	5.60	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0.00	0.00	0.00
2042847	2023-07-10 05:00:00	7	0	4.80	3.55	1.64	4.60	3.50	1.68	10	9	15	19	9	9	29	18	24	2	13	7	31	1	3	2	3	1	2	-1	-1	1	-0.20	-0.05	0.04
2042846	2023-07-09 09:30:00	7	3	1.33	4.65	7.60	1.25	5.30	8.90	16	12	18	12	18	24	28	30	42	15	13	1	43	3	2	1	1	2	3	-1	1	1	-0.08	0.65	1.30
2042845	2023-07-09 07:00:00	7	3	1.62	3.60	4.45	1.61	3.60	5.00	6	2	5	2	3	7	8	5	12	4	7	0	12	2	3	1	2	1	3	-1	0	1	-0.01	0.00	0.55
2049436	2023-07-13 10:00:00	7	0	5.40	3.60	1.62	5.50	3.45	1.65	2	3	1	4	1	2	6	4	3	0	2	3	6	1	2	3	3	2	1	1	-1	1	0.10	-0.15	0.03
2025754	2023-07-03 09:00:00	7	0	1.30	5.10	7.40	1.34	4.75	6.60	5	9	11	8	6	9	13	15	20	9	7	2	22	3	2	1	1	2	3	1	-1	-1	0.04	-0.35	-0.80
2049371	2023-07-13 07:30:00	7	1	1.58	3.70	5.60	1.61	3.65	5.40	2	3	3	3	3	4	5	6	7	4	3	2	9	3	2	1	1	2	3	1	-1	-1	0.03	-0.05	-0.20
2025752	2023-07-03 07:00:00	7	3	1.10	8.50	14.00	1.11	8.00	14.00	5	10	4	6	7	6	11	17	10	8	2	9	19	2	1	3	2	3	1	1	-1	0	0.01	-0.50	0.00
2025749	2023-07-05 08:30:00	7	1	2.00	3.25	3.20	1.92	3.40	3.50	20	4	14	15	7	16	35	11	30	2	26	7	37	1	3	2	3	1	2	-1	1	1	-0.08	0.15	0.30
2025746	2023-07-01 08:30:00	7	1	3.40	3.15	2.04	3.05	3.15	2.20	5	1	2	1	1	4	6	2	6	3	7	3	9	1	3	1	2	1	2	-1	0	1	-0.35	0.00	0.16
2023091	2023-06-27 08:30:00	7	0	3.05	3.05	2.37	3.25	2.99	2.29	8	10	8	12	10	6	20	20	14	4	4	10	24	1	1	3	2	2	1	1	-1	-1	0.20	-0.06	-0.08
2025747	2023-06-29 07:30:00	7	3	1.42	4.15	6.50	1.51	3.80	5.60	6	12	12	12	8	11	18	20	23	5	3	0	23	3	2	1	1	2	3	1	-1	-1	0.09	-0.35	-0.90
2023088	2023-06-25 09:30:00	7	1	1.70	3.50	4.10	1.61	3.70	4.80	12	4	9	7	7	14	19	11	23	4	12	0	23	2	3	1	2	1	3	-1	1	1	-0.09	0.20	0.70
2023089	2023-06-26 06:00:00	7	3	3.55	3.30	1.94	3.15	3.25	2.11	25	12	19	20	11	25	45	23	44	0	22	1	45	1	3	2	3	1	2	-1	-1	1	-0.40	-0.05	0.17
2050734	2023-07-17 07:30:00	7	3	1.64	3.55	6.30	1.64	3.60	6.20	1	2	3	1	4	3	2	6	6	4	0	0	6	3	1	1	1	2	2	0	1	-1	0.00	0.05	-0.10
